1,Sam,Butler,M,Przykladowy text,159,307,456190768
2,Stewart,Wilkins,M,Przykladowy text,159,307,454210252
3,David,Parr,M,Przykladowy text,159,307,211310304
4,Christopher,Gibson,M,Przykladowy text,159,307,211327569
5,Amy,Payne,K,Przykladowy text,159,307,454085000
6,Alexandra,Sutherland,K,Przykladowy text,159,307,455985476
7,Dorothy,Tucker,K,Przykladowy text,159,307,211324854
8,David,Langdon,M,Przykladowy text,159,307,211355799
9,Dan,Quinn,M,Przykladowy text,159,307,211327674
10,Jason,Quinn,M,Przykladowy text,159,307,881638409
11,Alexander,Peters,M,Przykladowy text,159,307,211342968
12,Alison,Sharp,K,Przykladowy text,159,307,211145698
13,Connor,Arnold,M,Przykladowy text,159,307,211343415
14,James,Marshall,M,Przykladowy text,159,307,605509462
15,Anna,Allan,K,Przykladowy text,159,307,211336027
16,Joe,Gray,M,Przykladowy text,159,307,211343415
17,Julian,McDonald,M,Przykladowy text,159,307,666251436
18,Christopher,Poole,M,Przykladowy text,159,307,666251436
19,Frank,Gray,M,Przykladowy text,159,307,211320851
20,Peter,Langdon,M,Przykladowy text,159,307,211313207
21,Owen,Howard,M,Przykladowy text,159,307,459386270
22,Owen,Skinner,M,Przykladowy text,159,307,211145698
23,Lily,Cameron,K,Przykladowy text,159,307,458345367
24,Owen,Newman,M,Przykladowy text,159,307,605509462
25,Wanda,May,K,Przykladowy text,159,307,450277610
26,Megan,Robertson,K,Przykladowy text,159,307,211358228
27,Bella,Sharp,K,Przykladowy text,159,307,211358228
28,Justin,Smith,M,Przykladowy text,159,307,454518573
29,Eric,Lyman,M,Przykladowy text,159,307,690254662
30,John,Marshall,M,Przykladowy text,159,307,211359543
31,Katherine,Mathis,K,Przykladowy text,159,307,211337820
32,Christian,Coleman,M,Przykladowy text,159,307,510190749
33,Stewart,Bailey,M,Przykladowy text,159,307,455985476
34,Claire,Springer,K,Przykladowy text,159,307,211351982
35,Kylie,Quinn,K,Przykladowy text,159,307,211347285
36,Jan,Anderson,K,Przykladowy text,159,307,211313207
37,Max,Ross,M,Przykladowy text,159,307,536625365
38,Dorothy,Jackson,K,Przykladowy text,159,307,798845593
39,Mary,Dyer,K,Przykladowy text,159,307,211339991
40,Penelope,Slater,K,Przykladowy text,159,307,211327674
41,Kimberly,Baker,K,Przykladowy text,159,307,575470572
42,Gabrielle,Wright,K,Przykladowy text,159,307,510190749
43,Joanne,Dickens,K,Przykladowy text,159,307,459386270
44,Colin,Payne,M,Przykladowy text,159,307,538245135
45,Victor,Bailey,M,Przykladowy text,159,307,501773858
46,Phil,Jackson,M,Przykladowy text,159,307,211355799
47,Warren,Underwood,M,Przykladowy text,159,307,211166586
48,Jonathan,Mackenzie,M,Przykladowy text,159,307,211166586
49,Robert,Newman,M,Przykladowy text,353,266,458971312
50,Grace,Lee,K,Przykladowy text,353,266,211313534
51,Chloe,Blake,K,Przykladowy text,353,266,459343076
52,Michelle,Johnston,K,Przykladowy text,353,266,454010892
53,Oliver,Lambert,M,Przykladowy text,353,266,575470572
54,Olivia,Churchill,K,Przykladowy text,353,266,457051243
55,Trevor,Gill,M,Przykladowy text,353,266,211351982
56,Gordon,Lewis,M,Przykladowy text,353,266,609434639
57,Anna,Blake,K,Przykladowy text,353,266,211358238
58,Liam,Tucker,M,Przykladowy text,353,266,211310304
59,Zoe,Wilkins,K,Przykladowy text,353,266,511711901
60,Alan,King,M,Przykladowy text,353,266,536583873
61,Joshua,Grant,M,Przykladowy text,353,266,211358228
62,Joe,Hemmings,M,Przykladowy text,353,266,211334281
63,Colin,Robertson,M,Przykladowy text,353,266,211336913
64,Rose,Newman,K,Przykladowy text,353,266,458971312
65,Penelope,Morrison,K,Przykladowy text,353,266,211356985
66,Jasmine,Poole,K,Przykladowy text,353,266,454518573
67,Julian,Alsop,M,Przykladowy text,353,266,452441546
68,Amanda,Mackenzie,K,Przykladowy text,353,266,457051243
69,Warren,Wilkins,M,Przykladowy text,353,266,451619832
70,Michelle,Morrison,K,Przykladowy text,353,266,211140970
71,Andrew,Campbell,M,Przykladowy text,353,266,211310304
72,Bernadette,Allan,K,Przykladowy text,353,266,211105542
73,Diana,Lee,K,Przykladowy text,353,266,454824951
74,Alison,Marshall,K,Przykladowy text,353,266,571282619
75,Blake,Clarkson,M,Przykladowy text,353,266,458971312
76,Ian,Hudson,M,Przykladowy text,353,266,211342968
77,Leah,Mackay,K,Przykladowy text,353,266,211356985
78,Anthony,Howard,M,Przykladowy text,353,266,211330498
79,Theresa,White,K,Przykladowy text,353,266,211184749
80,Megan,Smith,K,Przykladowy text,353,266,515508087
81,Diana,Langdon,K,Przykladowy text,353,266,454210252
82,Sam,Allan,M,Przykladowy text,353,266,451849382
83,Jasmine,Thomson,K,Przykladowy text,353,266,211310304
84,Rebecca,Morrison,K,Przykladowy text,353,266,690254662
85,Dominic,Avery,M,Przykladowy text,353,266,451849382
86,Justin,Ince,M,Przykladowy text,353,266,456731075
87,Colin,Turner,M,Przykladowy text,353,266,211339991
88,Ian,Jackson,M,Przykladowy text,353,266,457051243
89,Faith,Russell,K,Przykladowy text,353,266,456716575
90,Amanda,Jones,K,Przykladowy text,353,266,536583873
91,Dan,Knox,M,Przykladowy text,353,266,575470572
92,Gordon,Bond,M,Przykladowy text,353,266,211339079
93,Benjamin,Dowd,M,Przykladowy text,353,266,211148905
94,Penelope,Berry,K,Przykladowy text,162,294,454010892
95,Bernadette,Watson,K,Przykladowy text,162,294,211334281
96,Dylan,Wilson,M,Przykladowy text,162,294,211354394
97,Olivia,Cornish,K,Przykladowy text,162,294,211120954
98,Kylie,Jackson,K,Przykladowy text,162,294,211339079
99,Caroline,Powell,K,Przykladowy text,162,294,798845593
100,Sebastian,Taylor,M,Przykladowy text,162,294,211135441
101,John,Cameron,M,Przykladowy text,162,294,511711901
102,Joe,Baker,M,Przykladowy text,162,294,798845593
103,Natalie,Quinn,K,Przykladowy text,162,294,609434639
104,Jan,Fisher,K,Przykladowy text,162,294,457338835
105,Samantha,Kelly,K,Przykladowy text,162,294,454900476
106,Blake,Wright,M,Przykladowy text,162,294,571282619
107,Max,Springer,M,Przykladowy text,162,294,572656684
108,Richard,Hardacre,M,Przykladowy text,162,294,881638409
109,Matt,Rees,M,Przykladowy text,162,294,211358238
110,Gordon,Jackson,M,Przykladowy text,162,294,211327674
111,Neil,Buckland,M,Przykladowy text,162,294,536625365
112,Isaac,Jackson,M,Przykladowy text,162,294,511711901
113,Adrian,Taylor,M,Przykladowy text,162,294,211342968
114,Olivia,Glover,K,Przykladowy text,162,294,211166586
115,Heather,Jones,K,Przykladowy text,162,294,510190749
116,Warren,Carr,M,Przykladowy text,162,294,667211883
117,Nicola,MacLeod,K,Przykladowy text,162,294,605509462
118,Sally,Paterson,K,Przykladowy text,162,294,450277610
119,Samantha,Dyer,K,Przykladowy text,162,294,531732212
120,Victoria,Davies,K,Przykladowy text,162,294,511711901
121,Evan,Forsyth,M,Przykladowy text,162,294,511711901
122,Claire,Paige,K,Przykladowy text,162,294,666251436
123,Audrey,Davidson,K,Przykladowy text,162,294,459748764
124,Bernadette,James,K,Przykladowy text,162,294,457338835
125,Kimberly,Mitchell,K,Przykladowy text,162,294,211351668
126,Kevin,Arnold,M,Przykladowy text,162,294,667211883
127,Hannah,Mathis,K,Przykladowy text,162,294,456577807
128,Matt,Cameron,M,Przykladowy text,162,294,211330498
129,Colin,Dowd,M,Przykladowy text,162,294,579677925
130,Dan,Parr,M,Przykladowy text,162,294,609434639
131,Sarah,Skinner,K,Przykladowy text,162,294,211354394
132,Chloe,Davies,K,Przykladowy text,162,294,889053157
133,Victoria,Blake,K,Przykladowy text,162,294,881638409
134,Max,Gibson,M,Przykladowy text,162,294,454085000
135,Oliver,Tucker,M,Przykladowy text,162,294,515508087
136,Max,Payne,M,Przykladowy text,162,294,459386270
137,Mary,Jackson,K,Przykladowy text,162,294,456190768
138,Jonathan,Murray,M,Przykladowy text,162,294,211313534
139,Maria,McGrath,K,Przykladowy text,162,294,531732212
140,Kylie,Campbell,K,Przykladowy text,162,294,690254662
141,Katherine,Bond,K,Przykladowy text,162,294,211105542
142,Christian,Henderson,M,Przykladowy text,162,294,454210252
143,Brian,James,M,Przykladowy text,162,294,454900476
144,Carolyn,Berry,K,Przykladowy text,337,353,538245135
145,Andrew,MacDonald,M,Przykladowy text,337,353,798845593
146,Colin,Jackson,M,Przykladowy text,337,353,501773858
147,Kylie,Jackson,K,Przykladowy text,337,353,454085000
148,Theresa,Brown,K,Przykladowy text,337,353,211336791
149,Dylan,Hardacre,M,Przykladowy text,337,353,459386270
150,Stewart,Paterson,M,Przykladowy text,337,353,881638409
151,Carolyn,MacDonald,K,Przykladowy text,337,353,211346559
152,Alan,King,M,Przykladowy text,337,353,211310728
153,Jake,Bell,M,Przykladowy text,337,353,211344170
154,Lily,Glover,K,Przykladowy text,337,353,572656684
155,Samantha,Mitchell,K,Przykladowy text,337,353,211135425
156,Paul,Carr,M,Przykladowy text,337,353,881638409
157,Diana,Coleman,K,Przykladowy text,337,353,211342968
158,Dan,Taylor,M,Przykladowy text,337,353,571282619
159,Robert,Hardacre,M,Przykladowy text,337,353,211336791
160,Ava,Mitchell,K,Przykladowy text,337,353,211339991
161,Audrey,Quinn,K,Przykladowy text,337,353,609434639
162,Rebecca,Thomson,K,Przykladowy text,337,353,458345367
163,Lillian,Dowd,K,Przykladowy text,337,353,211336913
164,Carl,Howard,M,Przykladowy text,337,353,455511639
165,Alexandra,Lyman,K,Przykladowy text,337,353,605509462
166,Sonia,Langdon,K,Przykladowy text,337,353,211331521
167,Thomas,Short,M,Przykladowy text,337,353,211313207
168,Gavin,Randall,M,Przykladowy text,337,353,501773858
169,James,Kelly,M,Przykladowy text,337,353,690254662
170,Stephen,Davies,M,Przykladowy text,337,353,510190749
171,William,Henderson,M,Przykladowy text,337,353,510190749
172,Eric,Sanderson,M,Przykladowy text,337,353,571282619
173,Julia,Young,K,Przykladowy text,337,353,211320851
174,Abigail,Cameron,K,Przykladowy text,337,353,454900476
175,Stewart,Glover,M,Przykladowy text,337,353,454900476
176,Dominic,McGrath,M,Przykladowy text,337,353,458345367
177,Melanie,Newman,K,Przykladowy text,337,353,211331521
178,Molly,Alsop,K,Przykladowy text,337,353,798845593
179,Matt,Morgan,M,Przykladowy text,337,353,211310304
180,Frank,Gibson,M,Przykladowy text,337,353,211324854
181,Rose,Short,K,Przykladowy text,337,353,458971312
182,Jan,Fraser,K,Przykladowy text,337,353,666251436
183,Jack,Baker,M,Przykladowy text,337,353,736214053
184,Theresa,Thomson,K,Przykladowy text,337,353,450277610
185,Joseph,Hart,M,Przykladowy text,337,353,211354394
186,Gordon,Fisher,M,Przykladowy text,337,353,211105542
187,Joshua,May,M,Przykladowy text,337,353,511711901
188,Felicity,Clarkson,K,Przykladowy text,337,353,211145698
189,Dylan,Mackay,M,Przykladowy text,337,353,579677925
190,Caroline,Hart,K,Przykladowy text,337,353,211310304
191,Rebecca,Lee,K,Przykladowy text,337,353,211343415
192,Joan,Cornish,K,Przykladowy text,337,353,458345367
193,Emma,Nolan,K,Przykladowy text,337,353,211336791
194,John,Alsop,M,Przykladowy text,337,353,211347285
195,Neil,Wright,M,Przykladowy text,337,353,211336791
196,Irene,Coleman,K,Przykladowy text,337,353,452441546
197,Wanda,Rampling,K,Przykladowy text,337,353,211145698
198,Liam,Wright,M,Przykladowy text,337,353,881638409
199,Amelia,Chapman,K,Przykladowy text,337,353,211327569
