1,1,91407100001
2,1,94453100002
3,1,98800100003
4,1,96920100004
5,2,99671100015
6,2,91407100001
7,2,94453100002
8,2,98800100003
9,2,96920100004
10,3,98369100012
11,3,91407100001
12,3,94453100002
13,4,96112100008
14,4,91407100001
15,4,94453100002
16,4,98800100003
17,5,98369100012
18,5,91407100001
19,5,94453100002
20,6,95534100006
21,6,91407100001
22,6,94453100002
23,6,98800100003
24,7,91407100001
25,7,94453100002
26,7,98800100003
27,7,96920100004
28,7,96745100005
29,8,97346100011
30,8,91407100001
31,8,94453100002
32,9,91385100013
33,9,91407100001
34,9,94453100002
35,9,98800100003
36,9,96920100004
37,10,91407100001
38,10,94453100002
39,10,98800100003
40,10,96920100004
41,11,96745100005
42,11,91407100001
43,11,94453100002
44,11,98800100003
45,11,96920100004
46,12,96112100008
47,12,91407100001
48,12,94453100002
49,12,98800100003
50,12,96920100004
51,13,91407100001
52,13,94453100002
53,13,98800100003
54,14,95493100014
55,14,91407100001
56,14,94453100002
57,15,96745100005
58,15,91407100001
59,15,94453100002
60,16,96745100005
61,16,91407100001
62,16,94453100002
63,17,97346100011
64,17,91407100001
65,17,94453100002
66,17,98800100003
67,18,95534100006
68,18,91407100001
69,18,94453100002
70,19,98369100012
71,19,91407100001
72,19,94453100002
73,20,93745100007
74,20,91407100001
75,20,94453100002
76,20,98800100003
77,21,91385100013
78,21,91407100001
79,21,94453100002
80,22,99671100015
81,22,91407100001
82,22,94453100002
83,22,98800100003
84,23,96920100004
85,23,91407100001
86,23,94453100002
87,23,98800100003
88,24,97346100011
89,24,91407100001
90,24,94453100002
91,24,98800100003
92,25,93745100007
93,25,91407100001
94,25,94453100002
95,25,98800100003
96,25,96920100004
97,26,96920100004
98,26,91407100001
99,26,94453100002
100,27,93745100007
101,27,91407100001
102,27,94453100002
103,27,98800100003
104,28,93973100009
105,28,91407100001
106,28,94453100002
107,28,98800100003
108,28,96920100004
109,29,95534100006
110,29,91407100001
111,29,94453100002
112,29,98800100003
113,29,96920100004
114,30,97346100011
115,30,91407100001
116,30,94453100002
117,31,98800100003
118,31,91407100001
119,31,94453100002
120,31,96920100004
121,32,93973100009
122,32,91407100001
123,32,94453100002
124,33,91407100001
125,33,94453100002
126,33,98800100003
127,33,96920100004
128,33,96745100005
129,34,99671100015
130,34,91407100001
131,34,94453100002
132,34,98800100003
133,34,96920100004
134,35,95534100006
135,35,91407100001
136,35,94453100002
137,36,96920100004
138,36,91407100001
139,36,94453100002
140,36,98800100003
141,36,96745100005
142,37,95534100006
143,37,91407100001
144,37,94453100002
145,37,98800100003
146,38,96112100008
147,38,91407100001
148,38,94453100002
149,38,98800100003
150,38,96920100004
151,39,95534100006
152,39,91407100001
153,39,94453100002
154,39,98800100003
155,40,95534100006
156,40,91407100001
157,40,94453100002
158,40,98800100003
159,41,96112100008
160,41,91407100001
161,41,94453100002
162,42,98800100003
163,42,91407100001
164,42,94453100002
165,42,96920100004
166,42,96745100005
167,43,99671100015
168,43,91407100001
169,43,94453100002
170,43,98800100003
171,44,91407100001
172,44,94453100002
173,44,98800100003
174,45,97376100010
175,45,91407100001
176,45,94453100002
177,45,98800100003
178,45,96920100004
179,46,93745100007
180,46,91407100001
181,46,94453100002
182,46,98800100003
183,46,96920100004
184,47,91407100001
185,47,94453100002
186,47,98800100003
187,48,93973100009
188,48,91407100001
189,48,94453100002
190,48,98800100003
191,49,98369100012
192,49,91407100001
193,49,94453100002
194,50,97376100010
195,50,91407100001
196,50,94453100002
197,50,98800100003
198,50,96920100004
199,51,96745100005
200,51,91407100001
201,51,94453100002
202,51,98800100003
203,52,93745100007
204,52,91407100001
205,52,94453100002
206,53,97346100011
207,53,91407100001
208,53,94453100002
209,53,98800100003
210,53,96920100004
211,54,95534100006
212,54,91407100001
213,54,94453100002
214,54,98800100003
215,55,96745100005
216,55,91407100001
217,55,94453100002
218,55,98800100003
219,55,96920100004
220,56,95493100014
221,56,91407100001
222,56,94453100002
223,56,98800100003
224,56,96920100004
225,57,98369100012
226,57,91407100001
227,57,94453100002
228,57,98800100003
229,58,97346100011
230,58,91407100001
231,58,94453100002
232,58,98800100003
233,58,96920100004
234,59,98643100016
235,59,91407100001
236,59,94453100002
237,59,98800100003
238,60,95534100006
